Category,City,Country,Country Abbr,Current Year(Today),Customer,Customer ID,Customer Name,Order Date (DMY),Order Date (MDY),Order ID,Order ID1,Postal Code,Prior Year(Today),Product ID,Product Name,Purple Product,Region,Returned,Row ID,Segment,Sheet,Ship Date (DMY),Ship Date (MDY),Ship Date MDY - String,Ship Mode,Ship Mode (group),State,Sub-Category,Sub-Category (group),Table Name,Average Sales,Discount,Discount (copy),Number of Records,Order Count,Order Count Distinct,Profit,Profit %,Profit % - Row Level,Profit % Full,Profit %- Dynamic Aggregation,Quantity,Quantity Threshold,Sales,Test Set Calculation,Top Tier Color
Office Supplies,Troy,United States,CA,2022,TED BUTTERFIELD,TB-21055,Ted Butterfield,6/17/2017,6/17/2017,CA-2017-111682,CA-2017-111682,12180,2021,OFF-BI-10001460,Plastic Binding Combs,False,East,Yes,61,Consumer,Orders,18/6/2017,6/18/2017,2017-06-18,First Class,First Class,New York,Binders,Binders,Orders,48.48,0.2,0.2,1,1,1,16.362,0.3375,0.3375,33.75,0.3375,4,4,48.48,0,All Other
Office Supplies,Troy,United States,CA,2022,TED BUTTERFIELD,TB-21055,Ted Butterfield,6/17/2017,6/17/2017,CA-2017-111682,CA-2017-111682,12180,2021,OFF-BI-10001460,Plastic Binding Combs,False,East,Yes,61,Consumer,Orders,18/6/2017,6/18/2017,2017-06-18,First Class,First Class,New York,Binders,Binders,Orders,48.48,0.2,0.2,1,1,1,16.362,0.3375,0.3375,33.75,0.3375,4,4,48.48,0,All Other
Office Supplies,Troy,United States,CA,2022,TED BUTTERFIELD,TB-21055,Ted Butterfield,6/17/2017,6/17/2017,CA-2017-111682,CA-2017-111682,12180,2021,OFF-BI-10001460,Plastic Binding Combs,False,East,Yes,61,Consumer,Orders,18/6/2017,6/18/2017,2017-06-18,First Class,First Class,New York,Binders,Binders,Orders,48.48,0.2,0.2,1,1,1,16.362,0.3375,0.3375,33.75,0.3375,4,4,48.48,0,All Other
Office Supplies,Troy,United States,CA,2022,TED BUTTERFIELD,TB-21055,Ted Butterfield,6/17/2017,6/17/2017,CA-2017-111682,CA-2017-111682,12180,2021,OFF-BI-10001460,Plastic Binding Combs,False,East,Yes,61,Consumer,Orders,18/6/2017,6/18/2017,2017-06-18,First Class,First Class,New York,Binders,Binders,Orders,48.48,0.2,0.2,1,1,1,16.362,0.3375,0.3375,33.75,0.3375,4,4,48.48,0,All Other
Office Supplies,Troy,United States,CA,2022,TED BUTTERFIELD,TB-21055,Ted Butterfield,6/17/2017,6/17/2017,CA-2017-111682,CA-2017-111682,12180,2021,OFF-BI-10001460,Plastic Binding Combs,False,East,Yes,61,Consumer,Orders,18/6/2017,6/18/2017,2017-06-18,First Class,First Class,New York,Binders,Binders,Orders,48.48,0.2,0.2,1,1,1,16.362,0.3375,0.3375,33.75,0.3375,4,4,48.48,0,All Other
Office Supplies,Troy,United States,CA,2022,TED BUTTERFIELD,TB-21055,Ted Butterfield,6/17/2017,6/17/2017,CA-2017-111682,CA-2017-111682,12180,2021,OFF-AR-10001868,Prang Dustless Chalk Sticks,False,East,Yes,62,Consumer,Orders,18/6/2017,6/18/2017,2017-06-18,First Class,First Class,New York,Art,Art,Orders,1.68,0,0,1,1,1,0.84,0.5,0.5,50,0.5,1,1,1.68,0,All Other
Office Supplies,Troy,United States,CA,2022,TED BUTTERFIELD,TB-21055,Ted Butterfield,6/17/2017,6/17/2017,CA-2017-111682,CA-2017-111682,12180,2021,OFF-AR-10001868,Prang Dustless Chalk Sticks,False,East,Yes,62,Consumer,Orders,18/6/2017,6/18/2017,2017-06-18,First Class,First Class,New York,Art,Art,Orders,1.68,0,0,1,1,1,0.84,0.5,0.5,50,0.5,1,1,1.68,0,All Other
Office Supplies,Troy,United States,CA,2022,TED BUTTERFIELD,TB-21055,Ted Butterfield,6/17/2017,6/17/2017,CA-2017-111682,CA-2017-111682,12180,2021,OFF-AR-10001868,Prang Dustless Chalk Sticks,False,East,Yes,62,Consumer,Orders,18/6/2017,6/18/2017,2017-06-18,First Class,First Class,New York,Art,Art,Orders,1.68,0,0,1,1,1,0.84,0.5,0.5,50,0.5,1,1,1.68,0,All Other
Office Supplies,Troy,United States,CA,2022,TED BUTTERFIELD,TB-21055,Ted Butterfield,6/17/2017,6/17/2017,CA-2017-111682,CA-2017-111682,12180,2021,OFF-AR-10001868,Prang Dustless Chalk Sticks,False,East,Yes,62,Consumer,Orders,18/6/2017,6/18/2017,2017-06-18,First Class,First Class,New York,Art,Art,Orders,1.68,0,0,1,1,1,0.84,0.5,0.5,50,0.5,1,1,1.68,0,All Other
Office Supplies,Troy,United States,CA,2022,TED BUTTERFIELD,TB-21055,Ted Butterfield,6/17/2017,6/17/2017,CA-2017-111682,CA-2017-111682,12180,2021,OFF-AR-10001868,Prang Dustless Chalk Sticks,False,East,Yes,62,Consumer,Orders,18/6/2017,6/18/2017,2017-06-18,First Class,First Class,New York,Art,Art,Orders,1.68,0,0,1,1,1,0.84,0.5,0.5,50,0.5,1,1,1.68,0,All Other
Office Supplies,Troy,United States,CA,2022,TED BUTTERFIELD,TB-21055,Ted Butterfield,6/17/2017,6/17/2017,CA-2017-111682,CA-2017-111682,12180,2021,OFF-AR-10001868,Prang Dustless Chalk Sticks,False,East,Yes,62,Consumer,Orders,18/6/2017,6/18/2017,2017-06-18,First Class,First Class,New York,Art,Art,Orders,1.68,0,0,1,1,1,0.84,0.5,0.5,50,0.5,1,1,1.68,0,All Other
Office Supplies,Troy,United States,CA,2022,TED BUTTERFIELD,TB-21055,Ted Butterfield,6/17/2017,6/17/2017,CA-2017-111682,CA-2017-111682,12180,2021,OFF-AR-10001868,Prang Dustless Chalk Sticks,False,East,Yes,62,Consumer,Orders,18/6/2017,6/18/2017,2017-06-18,First Class,First Class,New York,Art,Art,Orders,1.68,0,0,1,1,1,0.84,0.5,0.5,50,0.5,1,1,1.68,0,All Other
Office Supplies,Springfield,United States,,2022,KAREN DANIELS,KD-16270,Karen Daniels,6/4/2017,6/4/2017,,CA-2017-119823,22153,2021,OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",False,South,,70,Consumer,Orders,6/6/2017,6/6/2017,2017-06-06,First Class,First Class,Virginia,Paper,Labels & Paper,Orders,75.88,0,0,1,0,0,35.6636,0.47,0.47,47,0.47,2,2,75.88,0,All Other
Office Supplies,New York City,United States,,2022,HENRY MACALLISTER,HM-14980,Henry MacAllister,9/18/2017,9/18/2017,,CA-2017-106075,10009,2021,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,False,East,,71,Consumer,Orders,23/9/2017,9/23/2017,2017-09-23,Standard Class,Basic,New York,Binders,Binders,Orders,4.616,0.2,0.2,1,0,0,1.731,0.375,0.375,37.5,0.375,1,1,4.616,0,All Other
Office Supplies,Jackson,United States,,2022,TRACY BLUMSTEIN,TB-21520,Tracy Blumstein,9/14/2018,9/14/2018,,CA-2018-114440,49201,2021,OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",False,Central,,72,Consumer,Orders,17/9/2018,9/17/2018,2018-09-17,Second Class,Basic,Michigan,Paper,Labels & Paper,Orders,19.05,0,0,1,0,0,8.763,0.46,0.46,46,0.46,3,3,19.05,0,All Other
Office Supplies,Houston,United States,,2022,KEN BRENNAN,KB-16600,Ken Brennan,12/9/2018,12/9/2018,,US-2018-118038,77041,2021,OFF-BI-10004182,Economy Binders,False,Central,,76,Corporate,Orders,11/12/2018,12/11/2018,2018-12-11,First Class,First Class,Texas,Binders,Binders,Orders,1.248,0.8,0.8,1,0,0,-1.9344,-1.55,-1.55,-155,-1.55,3,3,1.248,0,All Other
Furniture,Houston,United States,,2022,KEN BRENNAN,KB-16600,Ken Brennan,12/9/2018,12/9/2018,,US-2018-118038,77041,2021,FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",False,Central,,77,Corporate,Orders,11/12/2018,12/11/2018,2018-12-11,First Class,First Class,Texas,Furnishings,Furnishings,Orders,9.708,0.6,0.6,1,0,0,-5.8248,-0.6,-0.6,-60,-0.6,3,3,9.708,0,All Other
Office Supplies,Houston,United States,,2022,KEN BRENNAN,KB-16600,Ken Brennan,12/9/2018,12/9/2018,,US-2018-118038,77041,2021,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",False,Central,,78,Corporate,Orders,11/12/2018,12/11/2018,2018-12-11,First Class,First Class,Texas,Storage,Storage,Orders,27.24,0.2,0.2,1,0,0,2.724,0.1,0.1,10,0.1,3,3,27.24,0,All Other
Office Supplies,Decatur,United States,,2022,STEWART CARMICHAEL,SC-20770,Stewart Carmichael,6/12/2017,6/12/2017,,CA-2017-127208,35601,2021,OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",False,South,,80,Corporate,Orders,15/6/2017,6/15/2017,2017-06-15,First Class,First Class,Alabama,Appliances,Appliances,Orders,208.16,0,0,1,0,0,56.2032,0.27,0.27,27,0.27,1,1,208.16,0,All Other
Office Supplies,Decatur,United States,,2022,STEWART CARMICHAEL,SC-20770,Stewart Carmichael,6/12/2017,6/12/2017,,CA-2017-127208,35601,2021,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,False,South,,81,Corporate,Orders,15/6/2017,6/15/2017,2017-06-15,First Class,First Class,Alabama,Binders,Binders,Orders,16.74,0,0,1,0,0,8.0352,0.48,0.48,48,0.48,3,3,16.74,0,All Other
Office Supplies,Chicago,United States,,2022,CHRISTOPHER SCHILD,CS-12400,Christopher Schild,11/13/2018,11/13/2018,,US-2018-119662,60623,2021,OFF-ST-10003656,Safco Industrial Wire Shelving,False,Central,,85,Home Office,Orders,16/11/2018,11/16/2018,2018-11-16,First Class,First Class,Illinois,Storage,Storage,Orders,230.376,0.2,0.2,1,0,0,-48.9549,-0.2125,-0.2125,-21.25,-0.2125,3,3,230.376,0,All Other
Furniture,Columbia,United States,,2022,PATRICK O'DONNELL,PO-18865,Patrick O'Donnell,5/28/2018,5/28/2018,,CA-2018-140088,29203,2021,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,False,South,,86,Consumer,Orders,30/5/2018,5/30/2018,2018-05-30,Second Class,Basic,South Carolina,Chairs,Chairs,Orders,301.96,0,0,1,0,0,33.2156,0.11,0.11,11,0.11,2,2,301.96,0,All Other
Technology,Rochester,United States,,2022,PAUL GONZALEZ,PG-18895,Paul Gonzalez,10/26/2018,10/26/2018,,CA-2018-155558,55901,2021,TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,False,Central,,87,Consumer,Orders,2/11/2018,11/2/2018,2018-11-02,Standard Class,Basic,Minnesota,Accessories,Accessories,Orders,19.99,0,0,1,0,0,6.7966,0.34,0.34,34,0.34,1,1,19.99,0,All Other
Office Supplies,Rochester,United States,,2022,PAUL GONZALEZ,PG-18895,Paul Gonzalez,10/26/2018,10/26/2018,,CA-2018-155558,55901,2021,OFF-LA-10000134,Avery 511,False,Central,,88,Consumer,Orders,2/11/2018,11/2/2018,2018-11-02,Standard Class,Basic,Minnesota,Labels,Labels & Paper,Orders,6.16,0,0,1,0,0,2.9568,0.48,0.48,48,0.48,2,2,6.16,0,All Other
Office Supplies,Houston,United States,,2022,GARY MITCHUM,GM-14455,Gary Mitchum,4/5/2017,4/5/2017,,CA-2017-159695,77095,2021,OFF-ST-10003442,Eldon Portable Mobile Manager,False,Central,,89,Home Office,Orders,10/4/2017,4/10/2017,2017-04-10,Second Class,Basic,Texas,Storage,Storage,Orders,158.368,0.2,0.2,1,0,0,13.8572,0.0875,0.0875,8.75,0.0875,7,7,158.368,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,JIM SINK,JS-15685,Jim Sink,9/17/2017,9/17/2017,CA-2017-109806,CA-2017-109806,90036,2021,OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,False,West,Yes,90,Corporate,Orders,22/9/2017,9/22/2017,2017-09-22,Standard Class,Basic,California,Art,Art,Orders,20.1,0,0,1,1,1,6.633,0.33,0.33,33,0.33,3,3,20.1,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,JIM SINK,JS-15685,Jim Sink,9/17/2017,9/17/2017,CA-2017-109806,CA-2017-109806,90036,2021,OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,False,West,Yes,90,Corporate,Orders,22/9/2017,9/22/2017,2017-09-22,Standard Class,Basic,California,Art,Art,Orders,20.1,0,0,1,1,1,6.633,0.33,0.33,33,0.33,3,3,20.1,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,JIM SINK,JS-15685,Jim Sink,9/17/2017,9/17/2017,CA-2017-109806,CA-2017-109806,90036,2021,OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,False,West,Yes,90,Corporate,Orders,22/9/2017,9/22/2017,2017-09-22,Standard Class,Basic,California,Art,Art,Orders,20.1,0,0,1,1,1,6.633,0.33,0.33,33,0.33,3,3,20.1,0,All Other
Technology,Los Angeles,United States,CA,2022,JIM SINK,JS-15685,Jim Sink,9/17/2017,9/17/2017,CA-2017-109806,CA-2017-109806,90036,2021,TEC-PH-10004093,Panasonic Kx-TS550,False,West,Yes,91,Corporate,Orders,22/9/2017,9/22/2017,2017-09-22,Standard Class,Basic,California,Phones,Phones,Orders,73.584,0.2,0.2,1,1,1,8.2782,0.1125,0.1125,11.25,0.1125,2,2,73.584,0,All Other
Technology,Los Angeles,United States,CA,2022,JIM SINK,JS-15685,Jim Sink,9/17/2017,9/17/2017,CA-2017-109806,CA-2017-109806,90036,2021,TEC-PH-10004093,Panasonic Kx-TS550,False,West,Yes,91,Corporate,Orders,22/9/2017,9/22/2017,2017-09-22,Standard Class,Basic,California,Phones,Phones,Orders,73.584,0.2,0.2,1,1,1,8.2782,0.1125,0.1125,11.25,0.1125,2,2,73.584,0,All Other
Technology,Los Angeles,United States,CA,2022,JIM SINK,JS-15685,Jim Sink,9/17/2017,9/17/2017,CA-2017-109806,CA-2017-109806,90036,2021,TEC-PH-10004093,Panasonic Kx-TS550,False,West,Yes,91,Corporate,Orders,22/9/2017,9/22/2017,2017-09-22,Standard Class,Basic,California,Phones,Phones,Orders,73.584,0.2,0.2,1,1,1,8.2782,0.1125,0.1125,11.25,0.1125,2,2,73.584,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,JIM SINK,JS-15685,Jim Sink,9/17/2017,9/17/2017,CA-2017-109806,CA-2017-109806,90036,2021,OFF-PA-10000304,Xerox 1995,False,West,Yes,92,Corporate,Orders,22/9/2017,9/22/2017,2017-09-22,Standard Class,Basic,California,Paper,Labels & Paper,Orders,6.48,0,0,1,1,1,3.1104,0.48,0.48,48,0.48,1,1,6.48,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,JIM SINK,JS-15685,Jim Sink,9/17/2017,9/17/2017,CA-2017-109806,CA-2017-109806,90036,2021,OFF-PA-10000304,Xerox 1995,False,West,Yes,92,Corporate,Orders,22/9/2017,9/22/2017,2017-09-22,Standard Class,Basic,California,Paper,Labels & Paper,Orders,6.48,0,0,1,1,1,3.1104,0.48,0.48,48,0.48,1,1,6.48,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,JIM SINK,JS-15685,Jim Sink,9/17/2017,9/17/2017,CA-2017-109806,CA-2017-109806,90036,2021,OFF-PA-10000304,Xerox 1995,False,West,Yes,92,Corporate,Orders,22/9/2017,9/22/2017,2017-09-22,Standard Class,Basic,California,Paper,Labels & Paper,Orders,6.48,0,0,1,1,1,3.1104,0.48,0.48,48,0.48,1,1,6.48,0,All Other
Office Supplies,Portland,United States,,2022,ROGER BARCIO,RB-19705,Roger Barcio,11/6/2018,11/6/2018,,US-2018-109484,97206,2021,OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,False,West,,96,Home Office,Orders,12/11/2018,11/12/2018,2018-11-12,Standard Class,Basic,Oregon,Binders,Binders,Orders,5.682,0.7,0.7,1,0,0,-3.788,-0.666666667,-0.666666667,-66.666666667,-0.666666667,1,1,5.682,0,All Other
Furniture,New York City,United States,,2022,PARHENA NORRIS,PN-18775,Parhena Norris,11/9/2018,11/9/2018,,CA-2018-161018,10009,2021,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,False,East,,97,Home Office,Orders,11/11/2018,11/11/2018,2018-11-11,Second Class,Basic,New York,Furnishings,Furnishings,Orders,96.53,0,0,1,0,0,40.5426,0.42,0.42,42,0.42,7,7,96.53,0,All Other
Office Supplies,San Francisco,United States,,2022,KATHERINE DUCICH,KD-16345,Katherine Ducich,6/17/2018,6/17/2018,,CA-2018-157833,94122,2021,OFF-BI-10001721,Trimflex Flexible Post Binders,False,West,,98,Consumer,Orders,20/6/2018,6/20/2018,2018-06-20,First Class,First Class,California,Binders,Binders,Orders,51.312,0.2,0.2,1,0,0,17.9592,0.35,0.35,35,0.35,3,3,51.312,0,All Other
Office Supplies,Saint Paul,United States,,2022,ELPIDA RITTENBACH,ER-13855,Elpida Rittenbach,9/6/2017,9/6/2017,,CA-2017-149223,55106,2021,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,False,Central,,99,Corporate,Orders,11/9/2017,9/11/2017,2017-09-11,Standard Class,Basic,Minnesota,Appliances,Appliances,Orders,77.88,0,0,1,0,0,22.5852,0.29,0.29,29,0.29,6,6,77.88,0,All Other
Office Supplies,Chicago,United States,,2022,RICK BENSLEY,RB-19465,Rick Bensley,8/29/2017,8/29/2017,,CA-2017-158568,60610,2021,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,False,Central,,100,Home Office,Orders,2/9/2017,9/2/2017,2017-09-02,Standard Class,Basic,Illinois,Paper,Labels & Paper,Orders,64.624,0.2,0.2,1,0,0,22.6184,0.35,0.35,35,0.35,7,7,64.624,0,All Other
Technology,Chicago,United States,,2022,RICK BENSLEY,RB-19465,Rick Bensley,8/29/2017,8/29/2017,,CA-2017-158568,60610,2021,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,False,Central,,101,Home Office,Orders,2/9/2017,9/2/2017,2017-09-02,Standard Class,Basic,Illinois,Accessories,Accessories,Orders,95.976,0.2,0.2,1,0,0,-10.7973,-0.1125,-0.1125,-11.25,-0.1125,3,3,95.976,0,All Other
Office Supplies,Chicago,United States,,2022,RICK BENSLEY,RB-19465,Rick Bensley,8/29/2017,8/29/2017,,CA-2017-158568,60610,2021,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,False,Central,,102,Home Office,Orders,2/9/2017,9/2/2017,2017-09-02,Standard Class,Basic,Illinois,Binders,Binders,Orders,1.788,0.8,0.8,1,0,0,-3.0396,-1.7,-1.7,-170,-1.7,3,3,1.788,0,All Other
Office Supplies,Rochester,United States,,2022,GARY ZANDUSKY,GZ-14470,Gary Zandusky,12/1/2017,12/1/2017,,CA-2017-129903,55901,2021,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),False,Central,,103,Consumer,Orders,4/12/2017,12/4/2017,2017-12-04,Second Class,Basic,Minnesota,Paper,Labels & Paper,Orders,23.92,0,0,1,0,0,11.7208,0.49,0.49,49,0.49,4,4,23.92,0,All Other
Technology,Charlotte,United States,,2022,JANET MARTIN,JM-15250,Janet Martin,11/23/2018,11/23/2018,,CA-2018-119004,28205,2021,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,False,South,,107,Consumer,Orders,28/11/2018,11/28/2018,2018-11-28,Standard Class,Basic,North Carolina,Accessories,Accessories,Orders,74.112,0.2,0.2,1,0,0,17.6016,0.2375,0.2375,23.75,0.2375,8,8,74.112,0,All Other
Technology,Charlotte,United States,,2022,JANET MARTIN,JM-15250,Janet Martin,11/23/2018,11/23/2018,,CA-2018-119004,28205,2021,TEC-PH-10002844,Speck Products Candyshell Flip Case,False,South,,108,Consumer,Orders,28/11/2018,11/28/2018,2018-11-28,Standard Class,Basic,North Carolina,Phones,Phones,Orders,27.992,0.2,0.2,1,0,0,2.0994,0.075,0.075,7.5,0.075,1,1,27.992,0,All Other
Office Supplies,Charlotte,United States,,2022,JANET MARTIN,JM-15250,Janet Martin,11/23/2018,11/23/2018,,CA-2018-119004,28205,2021,OFF-AR-10000390,Newell Chalk Holder,False,South,,109,Consumer,Orders,28/11/2018,11/28/2018,2018-11-28,Standard Class,Basic,North Carolina,Art,Art,Orders,3.304,0.2,0.2,1,0,0,1.0738,0.325,0.325,32.5,0.325,1,1,3.304,0,All Other
Furniture,New York City,United States,,2022,CYNTHIA VOLTZ,CV-12805,Cynthia Voltz,12/25/2018,12/25/2018,,CA-2018-146780,10035,2021,FUR-FU-10001934,Magnifier Swing Arm Lamp,False,East,,111,Corporate,Orders,30/12/2018,12/30/2018,2018-12-30,Standard Class,Basic,New York,Furnishings,Furnishings,Orders,41.96,0,0,1,0,0,10.9096,0.26,0.26,26,0.26,2,2,41.96,0,All Other
Office Supplies,Urbandale,United States,,2022,CLAY LUDTKE,CL-12565,Clay Ludtke,11/3/2017,11/3/2017,,CA-2017-128867,50322,2021,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",False,Central,,112,Consumer,Orders,10/11/2017,11/10/2017,2017-11-10,Standard Class,Basic,Iowa,Art,Art,Orders,75.96,0,0,1,0,0,22.788,0.3,0.3,30,0.3,2,2,75.96,75.96,All Other
Office Supplies,Urbandale,United States,,2022,CLAY LUDTKE,CL-12565,Clay Ludtke,11/3/2017,11/3/2017,,CA-2017-128867,50322,2021,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",False,Central,,113,Consumer,Orders,10/11/2017,11/10/2017,2017-11-10,Standard Class,Basic,Iowa,Binders,Binders,Orders,27.24,0,0,1,0,0,13.3476,0.49,0.49,49,0.49,6,6,27.24,27.24,All Other
Furniture,Wilmington,United States,,2022,STEVEN CARTWRIGHT,SC-20725,Steven Cartwright,6/12/2017,6/12/2017,,CA-2017-103730,19805,2021,FUR-FU-10002157,Artistic Insta-Plaque,False,East,,120,Consumer,Orders,15/6/2017,6/15/2017,2017-06-15,First Class,First Class,Delaware,Furnishings,Furnishings,Orders,47.04,0,0,1,0,0,18.3456,0.39,0.39,39,0.39,3,3,47.04,0,All Other
Office Supplies,Wilmington,United States,,2022,STEVEN CARTWRIGHT,SC-20725,Steven Cartwright,6/12/2017,6/12/2017,,CA-2017-103730,19805,2021,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,False,East,,121,Consumer,Orders,15/6/2017,6/15/2017,2017-06-15,First Class,First Class,Delaware,Binders,Binders,Orders,30.84,0,0,1,0,0,13.878,0.45,0.45,45,0.45,4,4,30.84,0,All Other
Office Supplies,Wilmington,United States,,2022,STEVEN CARTWRIGHT,SC-20725,Steven Cartwright,6/12/2017,6/12/2017,,CA-2017-103730,19805,2021,OFF-ST-10000777,"Companion Letter/Legal File, Black",False,East,,122,Consumer,Orders,15/6/2017,6/15/2017,2017-06-15,First Class,First Class,Delaware,Storage,Storage,Orders,226.56,0,0,1,0,0,63.4368,0.28,0.28,28,0.28,6,6,226.56,0,All Other
Office Supplies,Wilmington,United States,,2022,STEVEN CARTWRIGHT,SC-20725,Steven Cartwright,6/12/2017,6/12/2017,,CA-2017-103730,19805,2021,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,False,East,,123,Consumer,Orders,15/6/2017,6/15/2017,2017-06-15,First Class,First Class,Delaware,Envelopes,Envelopes,Orders,115.02,0,0,1,0,0,51.759,0.45,0.45,45,0.45,9,9,115.02,0,All Other
Technology,Wilmington,United States,,2022,STEVEN CARTWRIGHT,SC-20725,Steven Cartwright,6/12/2017,6/12/2017,,CA-2017-103730,19805,2021,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,False,East,,124,Consumer,Orders,15/6/2017,6/15/2017,2017-06-15,First Class,First Class,Delaware,Phones,Phones,Orders,68.04,0,0,1,0,0,19.7316,0.29,0.29,29,0.29,7,7,68.04,0,All Other
Office Supplies,Phoenix,United States,,2022,TROY STAEBEL,TS-21610,Troy Staebel,11/5/2018,11/5/2018,,US-2018-107272,85023,2021,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",False,West,,127,Consumer,Orders,12/11/2018,11/12/2018,2018-11-12,Standard Class,Basic,Arizona,Binders,Binders,Orders,2.388,0.7,0.7,1,0,0,-1.8308,-0.766666667,-0.766666667,-76.666666667,-0.766666667,2,2,2.388,0,All Other
Office Supplies,Phoenix,United States,,2022,TROY STAEBEL,TS-21610,Troy Staebel,11/5/2018,11/5/2018,,US-2018-107272,85023,2021,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",False,West,,128,Consumer,Orders,12/11/2018,11/12/2018,2018-11-12,Standard Class,Basic,Arizona,Storage,Storage,Orders,243.992,0.2,0.2,1,0,0,30.499,0.125,0.125,12.5,0.125,7,7,243.992,0,All Other
Furniture,Los Angeles,United States,,2022,LINDSAY SHAGIARI,LS-16975,Lindsay Shagiari,11/6/2017,11/6/2017,,US-2017-125969,90004,2021,FUR-CH-10001146,"Global Task Chair, Black",False,West,,129,Home Office,Orders,10/11/2017,11/10/2017,2017-11-10,Second Class,Basic,California,Chairs,Chairs,Orders,81.424,0.2,0.2,1,0,0,-9.1602,-0.1125,-0.1125,-11.25,-0.1125,2,2,81.424,0,All Other
Furniture,Los Angeles,United States,,2022,LINDSAY SHAGIARI,LS-16975,Lindsay Shagiari,11/6/2017,11/6/2017,,US-2017-125969,90004,2021,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,False,West,,130,Home Office,Orders,10/11/2017,11/10/2017,2017-11-10,Second Class,Basic,California,Furnishings,Furnishings,Orders,238.56,0,0,1,0,0,26.2416,0.11,0.11,11,0.11,3,3,238.56,0,All Other
Technology,Columbus,United States,,2022,DOROTHY WARDLE,DW-13585,Dorothy Wardle,2/2/2018,2/2/2018,,US-2018-164147,43229,2021,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,False,East,,131,Corporate,Orders,5/2/2018,2/5/2018,2018-02-05,First Class,First Class,Ohio,Phones,Phones,Orders,59.97,0.4,0.4,1,0,0,-11.994,-0.2,-0.2,-20,-0.2,5,5,59.97,0,All Other
